meter_id,timestamp,kwh
1000,2026-01-04 12:30:00,0.2185
1000,2026-01-04 13:00:00,0.1464
1000,2026-01-04 13:30:00,0.1892
1000,2026-01-04 14:00:00,0.2968
1000,2026-01-04 14:30:00,0.2835
1000,2026-01-04 15:00:00,0.4229
1000,2026-01-04 15:30:00,0.4864
1000,2026-01-04 16:00:00,0.7263
1000,2026-01-04 16:30:00,0.7541
1000,2026-01-04 17:00:00,0.8575
1000,2026-01-04 17:30:00,1.1041
1000,2026-01-04 18:00:00,1.2108
1000,2026-01-04 18:30:00,1.4119
1000,2026-01-04 19:00:00,1.4021
1000,2026-01-04 19:30:00,1.3562
1000,2026-01-04 20:00:00,1.2528
1000,2026-01-04 20:30:00,1.1428
1000,2026-01-04 21:00:00,0.9052
1000,2026-01-04 21:30:00,0.7883
1000,2026-01-04 22:00:00,0.6419
1000,2026-01-04 22:30:00,0.4424
1000,2026-01-04 23:00:00,0.3161
1000,2026-01-04 23:30:00,0.2698
1000,2026-01-05 00:00:00,0.2355
1000,2026-01-05 00:30:00,0.2046
1000,2026-01-05 01:00:00,0.2315
1000,2026-01-05 01:30:00,0.2882
1000,2026-01-05 02:00:00,0.2116
1000,2026-01-05 02:30:00,0.16
1000,2026-01-05 03:00:00,0.2544
1000,2026-01-05 03:30:00,0.2076
1000,2026-01-05 04:00:00,0.2583
1000,2026-01-05 04:30:00,0.2907
1000,2026-01-05 05:00:00,0.2364
1000,2026-01-05 05:30:00,0.4368
1000,2026-01-05 06:00:00,0.5396
1000,2026-01-05 06:30:00,0.6256
1000,2026-01-05 07:00:00,0.8383
1000,2026-01-05 07:30:00,0.9644
1000,2026-01-05 08:00:00,1.0012
1000,2026-01-05 08:30:00,0.9951
1000,2026-01-05 09:00:00,0.8949
1000,2026-01-05 09:30:00,0.6562
1000,2026-01-05 10:00:00,0.5609
1000,2026-01-05 10:30:00,0.4172
1000,2026-01-05 11:00:00,0.2963
1000,2026-01-05 11:30:00,0.2473
1000,2026-01-05 12:00:00,0.1596
1000,2026-01-05 12:30:00,0.1361
1000,2026-01-05 13:00:00,0.2231
1000,2026-01-05 13:30:00,0.185
1000,2026-01-05 14:00:00,0.2508
1000,2026-01-05 14:30:00,0.2688
1000,2026-01-05 15:00:00,0.273
1000,2026-01-05 15:30:00,0.4774
1000,2026-01-05 16:00:00,0.5689
1000,2026-01-05 16:30:00,0.7534
1000,2026-01-05 17:00:00,0.8832
1000,2026-01-05 17:30:00,1.0891
1000,2026-01-05 18:00:00,1.337
1000,2026-01-05 18:30:00,1.3695
1000,2026-01-05 19:00:00,1.4275
1000,2026-01-05 19:30:00,1.2995
1000,2026-01-05 20:00:00,1.3784
1000,2026-01-05 20:30:00,1.198
1000,2026-01-05 21:00:00,0.996
1000,2026-01-05 21:30:00,0.7908
1000,2026-01-05 22:00:00,0.5903
1000,2026-01-05 22:30:00,0.4816
1000,2026-01-05 23:00:00,0.4148
1000,2026-01-05 23:30:00,0.264
1000,2026-01-06 00:00:00,0.1778
1000,2026-01-06 00:30:00,0.1165
1000,2026-01-06 01:00:00,0.1614
1000,2026-01-06 01:30:00,0.2831
1000,2026-01-06 02:00:00,0.1834
1000,2026-01-06 02:30:00,0.1845
1000,2026-01-06 03:00:00,0.2174
1000,2026-01-06 03:30:00,0.1245
1000,2026-01-06 04:00:00,0.2619
1000,2026-01-06 04:30:00,0.3007
1000,2026-01-06 05:00:00,0.3032
1000,2026-01-06 05:30:00,0.4503
1000,2026-01-06 06:00:00,0.428
1000,2026-01-06 06:30:00,0.748
1000,2026-01-06 07:00:00,0.7865
1000,2026-01-06 07:30:00,0.8875
1000,2026-01-06 08:00:00,0.9881
1000,2026-01-06 08:30:00,1.0451
1000,2026-01-06 09:00:00,0.8221
1000,2026-01-06 09:30:00,0.6092
1000,2026-01-06 10:00:00,0.4296
1000,2026-01-06 10:30:00,0.3626
1000,2026-01-06 11:00:00,0.185
1000,2026-01-06 11:30:00,0.1735
1000,2026-01-06 12:00:00,0.2944
1000,2026-01-06 12:30:00,0.2773
1000,2026-01-06 13:00:00,0.2085
1000,2026-01-06 13:30:00,0.2045
1000,2026-01-06 14:00:00,0.2557
1000,2026-01-06 14:30:00,0.4129
1000,2026-01-06 15:00:00,0.3827
1000,2026-01-06 15:30:00,0.505
1000,2026-01-06 16:00:00,0.5795
1000,2026-01-06 16:30:00,0.7524
1000,2026-01-06 17:00:00,0.9602
1000,2026-01-06 17:30:00,1.1121
1000,2026-01-06 18:00:00,1.1641
1000,2026-01-06 18:30:00,1.4271
1000,2026-01-06 19:00:00,1.3692
1000,2026-01-06 19:30:00,1.4686
1000,2026-01-06 20:00:00,1.2933
1000,2026-01-06 20:30:00,1.1094
1000,2026-01-06 21:00:00,0.9498
1000,2026-01-06 21:30:00,0.744
1000,2026-01-06 22:00:00,0.5653
1000,2026-01-06 22:30:00,0.4699
1000,2026-01-06 23:00:00,0.4067
1000,2026-01-06 23:30:00,0.2722
1000,2026-01-07 00:00:00,0.1689
1000,2026-01-07 00:30:00,0.1822
1000,2026-01-07 01:00:00,0.2476
1000,2026-01-07 01:30:00,0.2726
1000,2026-01-07 02:00:00,0.2182
1000,2026-01-07 02:30:00,0.2295
1000,2026-01-07 03:00:00,0.1701
1000,2026-01-07 03:30:00,0.2489
1000,2026-01-07 04:00:00,0.2422
1000,2026-01-07 04:30:00,0.2019
1000,2026-01-07 05:00:00,0.1949
1000,2026-01-07 05:30:00,0.3067
1000,2026-01-07 06:00:00,0.4608
1000,2026-01-07 06:30:00,0.7139
1000,2026-01-07 07:00:00,0.9007
1000,2026-01-07 07:30:00,0.9296
1000,2026-01-07 08:00:00,0.9796
1000,2026-01-07 08:30:00,0.9646
1000,2026-01-07 09:00:00,0.8237
1000,2026-01-07 09:30:00,0.7024
1000,2026-01-07 10:00:00,0.4682
1000,2026-01-07 10:30:00,0.4153
1000,2026-01-07 11:00:00,0.2728
1000,2026-01-07 11:30:00,0.2812
1000,2026-01-07 12:00:00,0.2037
1000,2026-01-07 12:30:00,0.1805
1000,2026-01-07 13:00:00,0.3105
1000,2026-01-07 13:30:00,0.281
1000,2026-01-07 14:00:00,0.1632
1000,2026-01-07 14:30:00,0.2732
1000,2026-01-07 15:00:00,0.4227
1000,2026-01-07 15:30:00,0.3997
1000,2026-01-07 16:00:00,0.6281
1000,2026-01-07 16:30:00,0.7828
1000,2026-01-07 17:00:00,0.8929
1000,2026-01-07 17:30:00,1.1054
1000,2026-01-07 18:00:00,1.1545
1000,2026-01-07 18:30:00,1.4516
1000,2026-01-07 19:00:00,1.3845
1000,2026-01-07 19:30:00,1.4033
1000,2026-01-07 20:00:00,1.2897
1000,2026-01-07 20:30:00,1.1737
1000,2026-01-07 21:00:00,0.9062
1000,2026-01-07 21:30:00,0.7596
1000,2026-01-07 22:00:00,0.6175
1000,2026-01-07 22:30:00,0.5031
1000,2026-01-07 23:00:00,0.4201
1000,2026-01-07 23:30:00,0.2716
1000,2026-01-08 00:00:00,0.0336
1000,2026-01-08 00:30:00,0.0357
1000,2026-01-08 01:00:00,0.02
1000,2026-01-08 01:30:00,0.0195
1000,2026-01-08 02:00:00,0.0277
1000,2026-01-08 02:30:00,0.0209
1000,2026-01-08 03:00:00,0.0116
1000,2026-01-08 03:30:00,0.0246
1000,2026-01-08 04:00:00,0.0298
1000,2026-01-08 04:30:00,0.0205
1000,2026-01-08 05:00:00,0.0241
1000,2026-01-08 05:30:00,0.0386
1000,2026-01-08 06:00:00,0.0382
1000,2026-01-08 06:30:00,0.0298
1000,2026-01-08 07:00:00,0.0278
1000,2026-01-08 07:30:00,0.01
1000,2026-01-08 08:00:00,0.01
1000,2026-01-08 08:30:00,0.0236
1000,2026-01-08 09:00:00,0.0297
1000,2026-01-08 09:30:00,0.0348
1000,2026-01-08 10:00:00,0.0187
1000,2026-01-08 10:30:00,0.0172
1000,2026-01-08 11:00:00,0.01
1000,2026-01-08 11:30:00,0.0191
1000,2026-01-08 12:00:00,0.0228
1000,2026-01-08 12:30:00,0.011
1000,2026-01-08 13:00:00,0.0194
1000,2026-01-08 13:30:00,0.023
1000,2026-01-08 14:00:00,0.0231
1000,2026-01-08 14:30:00,0.01
1000,2026-01-08 15:00:00,0.0254
1000,2026-01-08 15:30:00,0.0354
1000,2026-01-08 16:00:00,0.017
1000,2026-01-08 16:30:00,0.0405
1000,2026-01-08 17:00:00,0.0355
1000,2026-01-08 17:30:00,0.0315
1000,2026-01-08 18:00:00,0.0217
1000,2026-01-08 18:30:00,0.0173
1000,2026-01-08 19:00:00,0.0288
1000,2026-01-08 19:30:00,0.0166
1000,2026-01-08 20:00:00,0.0344
1000,2026-01-08 20:30:00,0.0186
1000,2026-01-08 21:00:00,0.01
1000,2026-01-08 21:30:00,0.0333
1000,2026-01-08 22:00:00,0.0233
1000,2026-01-08 22:30:00,0.028
1000,2026-01-08 23:00:00,0.01
1000,2026-01-08 23:30:00,0.024
1000,2026-01-09 00:00:00,0.01
1000,2026-01-09 00:30:00,0.0192
1000,2026-01-09 01:00:00,0.0249
1000,2026-01-09 01:30:00,0.0171
1000,2026-01-09 02:00:00,0.0168
1000,2026-01-09 02:30:00,0.0152
1000,2026-01-09 03:00:00,0.0144
1000,2026-01-09 03:30:00,0.0181
1000,2026-01-09 04:00:00,0.01
1000,2026-01-09 04:30:00,0.0204
1000,2026-01-09 05:00:00,0.032
1000,2026-01-09 05:30:00,0.0138
1000,2026-01-09 06:00:00,0.0258
1000,2026-01-09 06:30:00,0.01
1000,2026-01-09 07:00:00,0.0169
1000,2026-01-09 07:30:00,0.01
1000,2026-01-09 08:00:00,0.0101
1000,2026-01-09 08:30:00,0.0297
1000,2026-01-09 09:00:00,0.0208
1000,2026-01-09 09:30:00,0.01
1000,2026-01-09 10:00:00,0.011
1000,2026-01-09 10:30:00,0.0195
1000,2026-01-09 11:00:00,0.0135
1000,2026-01-09 11:30:00,0.0165
1000,2026-01-09 12:00:00,0.0291
1000,2026-01-09 12:30:00,0.0265
1000,2026-01-09 13:00:00,0.02
1000,2026-01-09 13:30:00,0.0301
1000,2026-01-09 14:00:00,0.0358
1000,2026-01-09 14:30:00,0.0133
1000,2026-01-09 15:00:00,0.01
1000,2026-01-09 15:30:00,0.0294
1000,2026-01-09 16:00:00,0.0213
1000,2026-01-09 16:30:00,0.0176
1000,2026-01-09 17:00:00,0.0137
1000,2026-01-09 17:30:00,0.0159
1000,2026-01-09 18:00:00,0.0145
1000,2026-01-09 18:30:00,0.0268
1000,2026-01-09 19:00:00,0.0192
1000,2026-01-09 19:30:00,0.0227
1000,2026-01-09 20:00:00,0.0147
1000,2026-01-09 20:30:00,0.0221
1000,2026-01-09 21:00:00,0.0362
1000,2026-01-09 21:30:00,0.0124
1000,2026-01-09 22:00:00,0.01
1000,2026-01-09 22:30:00,0.01
1000,2026-01-09 23:00:00,0.0169
1000,2026-01-09 23:30:00,0.028
1000,2026-01-10 00:00:00,0.0227
1000,2026-01-10 00:30:00,0.01
1000,2026-01-10 01:00:00,0.0159
1000,2026-01-10 01:30:00,0.0276
1000,2026-01-10 02:00:00,0.0277
1000,2026-01-10 02:30:00,0.0443
1000,2026-01-10 03:00:00,0.01
1000,2026-01-10 03:30:00,0.0209
1000,2026-01-10 04:00:00,0.0358
1000,2026-01-10 04:30:00,0.0211
1000,2026-01-10 05:00:00,0.0259
1000,2026-01-10 05:30:00,0.0168
1000,2026-01-10 06:00:00,0.0303
1000,2026-01-10 06:30:00,0.0236
1000,2026-01-10 07:00:00,0.0295
1000,2026-01-10 07:30:00,0.033
1000,2026-01-10 08:00:00,0.01
1000,2026-01-10 08:30:00,0.0116
1000,2026-01-10 09:00:00,0.0202
1000,2026-01-10 09:30:00,0.0282
1000,2026-01-10 10:00:00,0.021
1000,2026-01-10 10:30:00,0.0229
1000,2026-01-10 11:00:00,0.0257
1000,2026-01-10 11:30:00,0.016
1000,2026-01-10 12:00:00,0.0325
1000,2026-01-10 12:30:00,0.0208
1000,2026-01-10 13:00:00,0.024
1000,2026-01-10 13:30:00,0.0118
1000,2026-01-10 14:00:00,0.024
1000,2026-01-10 14:30:00,0.0283
1000,2026-01-10 15:00:00,0.0156
1000,2026-01-10 15:30:00,0.0145
1000,2026-01-10 16:00:00,0.0297
1000,2026-01-10 16:30:00,0.0301
1000,2026-01-10 17:00:00,0.0228
1000,2026-01-10 17:30:00,0.0149
1000,2026-01-10 18:00:00,0.0284
1000,2026-01-10 18:30:00,0.01
1000,2026-01-10 19:00:00,0.0464
1000,2026-01-10 19:30:00,0.0205
1000,2026-01-10 20:00:00,0.0259
1000,2026-01-10 20:30:00,0.0244
1000,2026-01-10 21:00:00,0.01
1000,2026-01-10 21:30:00,0.0389
1000,2026-01-10 22:00:00,0.021
1000,2026-01-10 22:30:00,0.0278
1000,2026-01-10 23:00:00,0.0252
1000,2026-01-10 23:30:00,0.0187
1000,2026-01-11 00:00:00,0.0142
1000,2026-01-11 00:30:00,0.01
1000,2026-01-11 01:00:00,0.0263
1000,2026-01-11 01:30:00,0.0118
1000,2026-01-11 02:00:00,0.0174
1000,2026-01-11 02:30:00,0.0185
1000,2026-01-11 03:00:00,0.01
1000,2026-01-11 03:30:00,0.0184
1000,2026-01-11 04:00:00,0.01
1000,2026-01-11 04:30:00,0.0252
1000,2026-01-11 05:00:00,0.0184
1000,2026-01-11 05:30:00,0.0216
1000,2026-01-11 06:00:00,0.0215
1000,2026-01-11 06:30:00,0.0267
1000,2026-01-11 07:00:00,0.0216
1000,2026-01-11 07:30:00,0.01
1000,2026-01-11 08:00:00,0.01
1000,2026-01-11 08:30:00,0.01
1000,2026-01-11 09:00:00,0.022
1000,2026-01-11 09:30:00,0.0175
1000,2026-01-11 10:00:00,0.0253
1000,2026-01-11 10:30:00,0.01
1000,2026-01-11 11:00:00,0.0193
1000,2026-01-11 11:30:00,0.0123
1000,2026-01-11 12:00:00,0.0203
1000,2026-01-11 12:30:00,0.0127
1000,2026-01-11 13:00:00,0.0187
1000,2026-01-11 13:30:00,0.01
1000,2026-01-11 14:00:00,0.0177
1000,2026-01-11 14:30:00,0.0106
1000,2026-01-11 15:00:00,0.0225
1000,2026-01-11 15:30:00,0.01
1000,2026-01-11 16:00:00,0.0106
1000,2026-01-11 16:30:00,0.0376
1000,2026-01-11 17:00:00,0.0118
1000,2026-01-11 17:30:00,0.01
1000,2026-01-11 18:00:00,0.01
1000,2026-01-11 18:30:00,0.01
1000,2026-01-11 19:00:00,0.0146
1000,2026-01-11 19:30:00,0.0197
1000,2026-01-11 20:00:00,0.0335
1000,2026-01-11 20:30:00,0.0267
1000,2026-01-11 21:00:00,0.0158
1000,2026-01-11 21:30:00,0.021
1000,2026-01-11 22:00:00,0.0255
1000,2026-01-11 22:30:00,0.0272
1000,2026-01-11 23:00:00,0.0253
1000,2026-01-11 23:30:00,0.0357
1000,2026-01-12 00:00:00,0.0251
1000,2026-01-12 00:30:00,0.0281
1000,2026-01-12 01:00:00,0.01
1000,2026-01-12 01:30:00,0.022
1000,2026-01-12 02:00:00,0.0258
1000,2026-01-12 02:30:00,0.012
1000,2026-01-12 03:00:00,0.0112
1000,2026-01-12 03:30:00,0.01
1000,2026-01-12 04:00:00,0.017
1000,2026-01-12 04:30:00,0.0218
1000,2026-01-12 05:00:00,0.01
1000,2026-01-12 05:30:00,0.0134
1000,2026-01-12 06:00:00,0.0299
1000,2026-01-12 06:30:00,0.0224
1000,2026-01-12 07:00:00,0.0167
1000,2026-01-12 07:30:00,0.0195
1000,2026-01-12 08:00:00,0.016
1000,2026-01-12 08:30:00,0.0253
1000,2026-01-12 09:00:00,0.0293
1000,2026-01-12 09:30:00,0.0314
1000,2026-01-12 10:00:00,0.0177
1000,2026-01-12 10:30:00,0.0212
1000,2026-01-12 11:00:00,0.0262
1000,2026-01-12 11:30:00,0.0306
1000,2026-01-12 12:00:00,0.0263
1000,2026-01-12 12:30:00,0.0194
1000,2026-01-12 13:00:00,0.0213
1000,2026-01-12 13:30:00,0.0179
1000,2026-01-12 14:00:00,0.0192
1000,2026-01-12 14:30:00,0.0289
1000,2026-01-12 15:00:00,0.025
1000,2026-01-12 15:30:00,0.0328
1000,2026-01-12 16:00:00,0.0213
1000,2026-01-12 16:30:00,0.01
1000,2026-01-12 17:00:00,0.0304
1000,2026-01-12 17:30:00,0.0228
1000,2026-01-12 18:00:00,0.0259
1000,2026-01-12 18:30:00,0.0205
1000,2026-01-12 19:00:00,0.0132
1000,2026-01-12 19:30:00,0.01
1000,2026-01-12 20:00:00,0.0231
1000,2026-01-12 20:30:00,0.01
1000,2026-01-12 21:00:00,0.0279
1000,2026-01-12 21:30:00,0.012
1000,2026-01-12 22:00:00,0.01
1000,2026-01-12 22:30:00,0.01
1000,2026-01-12 23:00:00,0.0268
1000,2026-01-12 23:30:00,0.0117
1000,2026-01-13 00:00:00,0.0134
1000,2026-01-13 00:30:00,0.0362
1000,2026-01-13 01:00:00,0.0207
1000,2026-01-13 01:30:00,0.014
1000,2026-01-13 02:00:00,0.0138
1000,2026-01-13 02:30:00,0.0183
1000,2026-01-13 03:00:00,0.01
1000,2026-01-13 03:30:00,0.0305
1000,2026-01-13 04:00:00,0.0162
1000,2026-01-13 04:30:00,0.013
1000,2026-01-13 05:00:00,0.0294
1000,2026-01-13 05:30:00,0.0216
1000,2026-01-13 06:00:00,0.0258
1000,2026-01-13 06:30:00,0.0308
1000,2026-01-13 07:00:00,0.021
1000,2026-01-13 07:30:00,0.01
1000,2026-01-13 08:00:00,0.0105
1000,2026-01-13 08:30:00,0.0199
1000,2026-01-13 09:00:00,0.01
1000,2026-01-13 09:30:00,0.0113
1000,2026-01-13 10:00:00,0.0234
1000,2026-01-13 10:30:00,0.01
1000,2026-01-13 11:00:00,0.0246
1000,2026-01-13 11:30:00,0.0231
1000,2026-01-13 12:00:00,0.0242
1000,2026-01-13 12:30:00,0.0272
1000,2026-01-13 13:00:00,0.0286
1000,2026-01-13 13:30:00,0.0353
1000,2026-01-13 14:00:00,0.0248
1000,2026-01-13 14:30:00,0.0117
1000,2026-01-13 15:00:00,0.0249
1000,2026-01-13 15:30:00,0.024
1000,2026-01-13 16:00:00,0.02
1000,2026-01-13 16:30:00,0.01
1000,2026-01-13 17:00:00,0.0209
1000,2026-01-13 17:30:00,0.01
1000,2026-01-13 18:00:00,0.0221
1000,2026-01-13 18:30:00,0.016
1000,2026-01-13 19:00:00,0.0205
1000,2026-01-13 19:30:00,0.01
1000,2026-01-13 20:00:00,0.0241
1000,2026-01-13 20:30:00,0.016
1000,2026-01-13 21:00:00,0.0217
1000,2026-01-13 21:30:00,0.0297
1000,2026-01-13 22:00:00,0.0213
1000,2026-01-13 22:30:00,0.0147
1000,2026-01-13 23:00:00,0.01
1000,2026-01-13 23:30:00,0.0308
1000,2026-01-14 00:00:00,0.0159
1000,2026-01-14 00:30:00,0.0182
1000,2026-01-14 01:00:00,0.0299
1000,2026-01-14 01:30:00,0.0331
1000,2026-01-14 02:00:00,0.01
1000,2026-01-14 02:30:00,0.0263
1000,2026-01-14 03:00:00,0.0366
1000,2026-01-14 03:30:00,0.0179
1000,2026-01-14 04:00:00,0.0133
1000,2026-01-14 04:30:00,0.0177
1000,2026-01-14 05:00:00,0.0166
1000,2026-01-14 05:30:00,0.0197
1000,2026-01-14 06:00:00,0.0177
1000,2026-01-14 06:30:00,0.0272
1000,2026-01-14 07:00:00,0.0261
1000,2026-01-14 07:30:00,0.0232
1000,2026-01-14 08:00:00,0.0249
1000,2026-01-14 08:30:00,0.0195
1000,2026-01-14 09:00:00,0.0124
1000,2026-01-14 09:30:00,0.0168
1000,2026-01-14 10:00:00,0.0199
1000,2026-01-14 10:30:00,0.0256
1000,2026-01-14 11:00:00,0.03
1000,2026-01-14 11:30:00,0.0197
1000,2026-01-14 12:00:00,0.0131
1000,2026-01-14 12:30:00,0.015
1000,2026-01-14 13:00:00,0.01
1000,2026-01-14 13:30:00,0.0248
1000,2026-01-14 14:00:00,0.0143
1000,2026-01-14 14:30:00,0.016
1000,2026-01-14 15:00:00,0.0198
1000,2026-01-14 15:30:00,0.0378
1000,2026-01-14 16:00:00,0.0204
1000,2026-01-14 16:30:00,0.0191
1000,2026-01-14 17:00:00,0.0127
1000,2026-01-14 17:30:00,0.01
1000,2026-01-14 18:00:00,0.0262
1000,2026-01-14 18:30:00,0.0156
1000,2026-01-14 19:00:00,0.012
1000,2026-01-14 19:30:00,0.0236
1000,2026-01-14 20:00:00,0.0268
1000,2026-01-14 20:30:00,0.0309
1000,2026-01-14 21:00:00,0.0295
1000,2026-01-14 21:30:00,0.0332
1000,2026-01-14 22:00:00,0.0418
1000,2026-01-14 22:30:00,0.022
